estado;num_gestiona;pertenece_a_licitacion;es_licitacion;fecha_oferta;agente_comercial;oficina;tipo_servicio;grupo;cliente;objeto;origen;comentarios;;presupuesto_total;gastos_estimados;tecnico_t1;fin_licitacion;ingresos_2026;ingresos_2027;ingresos_2028;ingresos_2029;ingresos_2030
RECHAZADO;T OV-20232278;NO;;08/05/2023;AAB;NAVARRA;CSTMP;IMQ PREVENCION;WAVEGARDEN;CS IMQ WAVEGARDEN;CLIENTE ANTIGUO;Sin noticias. Se da por rechazado;;1.050,00 €;100;AAB;;;;;;
EN CURSO;T OV-20232301;NO;;09/05/2023;BRL;NAVARRA;ATEX;IMQ PREVENCION;BEFESA ZINC ASER;DPCEx BEFESA PLANTA ASUA;CLIENTE NUEVO;;;1.485,00 €;105;;;;;;;
ACEPTADO;T OV-20232322;SI;;10/05/2023;VMC;MADRID;MEDIO AMBIENTE;ENEL GREEN POWER;ENEL GREEN POWER;NUEVO PAIF 23_PE ACAMPO HOSPITAL;CLIENTE ANTIGUO;;;1.150,00 €;100;AEL;;;;;;
ACEPTADO;T OV-20232323;SI;;10/05/2023;VMC;MADRID;MEDIO AMBIENTE;ENEL GREEN POWER;ENEL GREEN POWER;NUEVO PAIF 24_PE AGUILON;CLIENTE ANTIGUO;;;1.150,00 €;100;AEL;;;;;;
ACEPTADO;T OV-20232325;SI;;10/05/2023;VMC;MADRID;MEDIO AMBIENTE;ENEL GREEN POWER;ENEL GREEN POWER;NUEVO PAIF 25_PE LOMA GORDA;CLIENTE ANTIGUO;;;1.150,00 €;100;AEL;;;;;;
ACEPTADO;T OV-20232328;SI;;10/05/2023;VMC;MADRID;MEDIO AMBIENTE;ENEL GREEN POWER;ENEL GREEN POWER;NUEVO PAIF 26_PE ALMAREN;CLIENTE ANTIGUO;;;1.150,00 €;100;AEL;;;;;;
ACEPTADO;T OV-20232329;SI;;10/05/2023;VMC;MADRID;MEDIO AMBIENTE;ENEL GREEN POWER;ENEL GREEN POWER;NUEVO PAIF 27_PE SIERRA DE LA VIRGEN;CLIENTE ANTIGUO;;;1.150,00 €;100;AEL;;;;;;
ACEPTADO;T OV-20232347;NO;;10/05/2023;BRL;NAVARRA;ATEX;CORYEN;CORYEN;FORMACION ATEX 1,5;CLIENTE NUEVO;;;600,00 €;80;BRL;;;;;;
ACEPTADO;T OV-20232358_A;NO;;11/05/2023;BRL;NAVARRA;LOTO;MONBAKE;MONBAKE SARRIGUREN;FICHAS BLOQUEO MONBAKE SARRIGUREN ESPAMA YLISTO;CLIENTE ANTIGUO;;;2.340,00 €;30;MEL;;;;;;
ACEPTADO;T OV-20232366;SI;;11/05/2023;VMC;MADRID;IMPLANTACION;ENEL GREEN POWER;ENEL GREEN POWER;SIMULACRO FV OESTE 1_CASAQUEMADA;CLIENTE ANTIGUO;;;1.100,00 €;50;JAM;;;;;;
ACEPTADO;T OV-20232367;SI;;11/05/2023;VMC;MADRID;IMPLANTACION;ENEL GREEN POWER;ENEL GREEN POWER;SIMULACRO FV OESTE 2_VALDECABALLEROS;CLIENTE ANTIGUO;;;1.100,00 €;50;JAM;;;;;;
ACEPTADO;T OV-20232368;SI;;11/05/2023;VMC;MADRID;IMPLANTACION;ENEL GREEN POWER;ENEL GREEN POWER;SIMULACRO FV OESTE 3_BROVALES;CLIENTE ANTIGUO;;;1.100,00 €;50;JAM;;;;;;
ACEPTADO;T OV-20232370;SI;;11/05/2023;VMC;MADRID;IMPLANTACION;ENEL GREEN POWER;ENEL GREEN POWER;SIMULACRO FV ESTE 2_TICO;CLIENTE ANTIGUO;;;1.100,00 €;50;JAM;;;;;;
ACEPTADO;T OV-20232371;SI;;11/05/2023;VMC;MADRID;IMPLANTACION;ENEL GREEN POWER;ENEL GREEN POWER;SIMULACRO FV ESTE 1_BALEARES;CLIENTE ANTIGUO;;;1.550,00 €;250;VMC;;;;;;
ACEPTADO;T OV-20232373;SI;;11/05/2023;VMC;MADRID;IMPLANTACION;ENEL GREEN POWER;ENEL GREEN POWER;SESION FORMATIVA PLANTAS FV;CLIENTE ANTIGUO;;;400,00 €;0;VMC;;;;;;
RECHAZADO;T OV-20232461;NO;;16/05/2023;IMR;NAVARRA;ATEX;OLARRA;OLARRA;DPCEx OLARRA;CLIENTE NUEVO;;;2.675,00 €;110;;;;;;;
ACEPTADO;T OV-20232462;NO;;16/05/2023;IMR;NAVARRA;ATEX;HAM;HAM;CZ UNIDAD UMR09;CLIENTE ANTIGUO;;;1.725,00 €;150;;;;;;;
ACEPTADO;T OV-20232467;NO;;16/05/2023;BRL;NAVARRA;LOTO;MONBAKE;MUTILVA;FROMACION IMPLANTACION LOTO MONBAKE MUTILVA;CLIENTE ANTIGUO;;;1.720,00 €;0;;;;;;;
ACEPTADO;T OV-20232477;SI;;17/05/2023;VMC;MADRID;AUTOPROTECCION;NATURGY;UFD;UFD_92C CO PONFERRADA;CLIENTE ANTIGUO;;;4.349,48 €;314;;;;;;;
ACEPTADO;T OV-20232486;NO;;17/05/2023;BRL;NAVARRA;ATEX;BELLOTA;BELLOTA;DPCEX PLANTA BELLOTA;CLIENTE NUEVO;;;2.675,00 €;148;BRL;;;;;;
ACEPTADO;T OV-20231797;NO;;17/05/2023;BRL;NAVARRA;ATEX;IMQ PREVENCION;MERCEDES;DPCEX MERCEDES;CLIENTE ANTIGUO;;;5.215,00 €;148;BRL;;;;;;
EN CURSO;T OV-20232493;NO;;17/05/2023;BRL;NAVARRA;RD1215;LORTEK;LORTEK;EVALUACION DE RIESGOS DE VARIOS EQUIPOS LORTEK;CLIENTE NUEVO;;;3.420,00 €;156;BRL;;;;;;
ACEPTADO;T OV-20232502;SI;;18/05/2023;VMC;MADRID;AUTOPROTECCION;NATURGY;UFD;UFD_91B SUB MOURENTE;CLIENTE ANTIGUO;;;1.329,57 €;56;VMC;;;;;;
EN CURSO;T OV-20232509;NO;;18/05/2023;BRL;NAVARRA;LOTO;MONDRAGON;FAGOR BERGARA;SUMINISTRO MATERIAL LOTO;CLIENTE ANTIGUO;;;288,22 €;173;BRL;;;;;;
ACEPTADO;T OV-20232536_B;NO;;19/05/2023;BRL;NAVARRA;LOTO;MONBAKE;MONBAKE TENERIFE;SUMINISTRO MATERIAL LOTO;CLIENTE ANTIGUO;;;1.426,93 €;1039;BRL;;;;;;
ACEPTADO;T OV-20232537;NO;;19/05/2023;AAB;NAVARRA;APQ;ACCIONA;BIOMASA SANGÜESA;LEGALIZACION APQ;CLIENTE ANTIGUO;;;4.230,00 €;75;AEL;;;;;;
RECHAZADO;T OV-20232541A;NO;;19/05/2023;AAB;NAVARRA;AUTOPROTECCION;CEPSA;CEPSA BIOENERGIA SAN ROQUE;PLANOS PCI BIOENERGIA SAN ROQUE;CLIENTE ANTIGUO;Lo asumen ellos;;415,00 €;0;JAM;;;;;;
EN CURSO;T OV-20232542;NO;;19/05/2023;AAB;NAVARRA;SEVESO;GARMON ENERGIAS;PROINSERGA;840 PROINSERGA;CLIENTE NUEVO;;;4.985,00 €;150;TTG;;;;;;
ACEPTADO;T OV-20232583;NO;;23/05/2023;BRL;NAVARRA;LOTO;IBERDROLA;IBERDROLA CLIENTES;SUMINISTRO MATERIAL LOTO;CLIENTE ANTIGUO;;;1.245,20 €;747;;;;;;;
RECHAZADO;T OV-20232598;NO;;23/05/2023;IMR;NAVARRA;ATEX;ACCIONA;NORDEX;CURSO ATEX NIVEL 1EM PRESENCIAL NORDEX;CLIENTE NUEVO;;;2.500,00 €;30;;;;;;;
ACEPTADO;T OV-20232600;SI;;23/05/2023;IMR;NAVARRA;RIESGOS;ENEL GREEN POWER;ENEL GREEN POWER;CC PROYECTO BESS;CLIENTE ANTIGUO;;;1.600,00 €;0;;;;;;;
EN CURSO;T OV-20232608;NO;;23/05/2023;BRL;NAVARRA;LOTO;HUF GROUP;HUF GROUP;IMPLANATCION SISTEMA LOTO;CLIENTE NUEVO;;;1.375,00 €;0;;;;;;;
EN CURSO;T OV-20232641_A;NO;;25/05/2023;BRL;NAVARRA;LOTO;REGANOSA;REGANOSA;SUMINISTRO MATERIAL LOTO;CLIENTE ANTIGUO;;;6.507,95 €;4649;;;;;;;
ACEPTADO;T OV-20232640;NO;;25/05/2023;BRL;NAVARRA;LOTO;GAMESA;REINOSA;IMPLANTACION LOTO GAMESA REINOSA;CLIENTE ANTIGUO;;;2.770,00 €;300;;;;;;;
ACEPTADO;T OV-20232644;NO;;25/05/2023;BRL;NAVARRA;LOTO;MONBAKE;SARRIGUREN;SUMINISTRO LOTO;CLIENTE ANTIGUO;;;56,74 €;19;;;;;;;
ACEPTADO;T OV-20232685;NO;;29/05/2023;IMR;NAVARRA;ATEX;FCC;FCC AQUALIA;DPCEx AQUALIA EDAR MAHOU LLEIDA;CLIENTE ANTIGUO;;;1.825,00 €;260;RT;;;;;;
ACEPTADO;T OV-20232688;SI;;29/05/2023;IMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY ENERGY GROUP;171 REV ME ES CAD ZONA FRANCA;CLIENTE ANTIGUO;;;904,34 €;0;JAM;;;;;;
ACEPTADO;T OV-20232690;SI;;29/05/2023;AAB;NAVARRA;IMPLANTACION;NATURGY;NEDGIA GALICIA;8 SIMULACROS JUNIO;CLIENTE ANTIGUO;;;5.426,72 €;993;;;;;;;
ACEPTADO;T OV-20232696;NO;;29/05/2023;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;ARCO ELECTRICO HOLCIM SIN CT;CLIENTE ANTIGUO;SON 12 INSTALACIONES;;10.200,00 €;0;JMR;;;;;;
ACEPTADO;T OV-20232697;NO;;29/05/2023;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;ARCO ELECTRICO HOLCIM CON CT;CLIENTE ANTIGUO;SON 6 INSTALACIONES;;6.480,00 €;0;JMR;;;;;;
ACEPTADO; T OV-20232705;NO;;30/05/2023;BRL;NAVARRA;LOTO;PERSAN;PERSAN;FORMACION IMPLANTACION LOTO PERSAN;CLIENTE ANTIGUO;;;3.855,00 €;0;TTG;;;;;;
RECHAZADO;T OV-20232714;NO;;30/05/2023;JMR;NAVARRA;MEDIO AMBIENTE;ENGIE;ENGIE RENOVABLES;GUIA DE REFERENCIA NORMATIVA EN PAIF Y MEDIDAS DE PROTECCION;CLIENTE NUEVO;;;2.150,00 €;0;;;;;;;
ACEPTADO;T OV-20232720;NO;;30/05/2023;JMR;NAVARRA;S. ELECTRICOS;CEN SOLUTIONS;CEN SOLUTIONS;ESTUDIO ARCO ELECTRICO DIEGO TORNADO (CPD-DC3);CLIENTE ANTIGUO;ES PARA 2024;;5.240,00 €;0;JMR;;;;;;
ACEPTADO;T OV-20232734;NO;;31/05/2023;AAB;NAVARRA;AUTOPROTECCION;NATURGY;NEDGIA CEGAS;REV 4 PAU GLP;CLIENTE ANTIGUO;;;4.625,94 €;503;;;;;;;
ACEPTADO;T OV-20232735;SI;;31/05/2023;VMC;MADRID;AUTOPROTECCION;ENEL GREEN POWER;ENDESA GENERACION;NUEVO PAU VERTEDERO COMPOSTILLA;CLIENTE ANTIGUO;SIN VISITA;;1.350,00 €;0;VMC;;;;;;
ACEPTADO;T OV-20232733;SI;;31/05/2023;VMC;MADRID;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;28_MH MANDEO NUEVO PAU ANEXO;CLIENTE ANTIGUO;;;1.150,00 €;200;JVS;;;;;;
EN CURSO;T OV-20232744;NO;;31/05/2023;VMC;MADRID;AUTOPROTECCION;SOLARPACK;SOLARPACK;REALIZACION PAUS INSTALACIONES SOLARPACK (5FV + 1SET);CLIENTE NUEVO;;;10.680,00 €;230;;;;;;;
ACEPTADO;T OV-20232783;NO;;01/06/2023;IMR;NAVARRA;ATEX;IMQ PREVENCION;H2SITE;REV DPCEx IMQ H2SITE;CLIENTE ANTIGUO;;;1.125,00 €;50;;;;;;;
ACEPTADO;T OV-20232836;NO;;05/06/2023;IMR;NAVARRA;RIESGOS;ESK;ESK;REV AR GNL PUERTO BARCELONA;CLIENTE ANTIGUO;;;1.200,00 €;0;;;;;;;
ACEPTADO;T OV-20232850;SI;;06/06/2023;IMR;NAVARRA;RIESGOS;ENEL GREEN POWER;ENEL GREEN POWER;JUSTIFICACION PROYECTOS BESS EGP;CLIENTE ANTIGUO;;;2.000,00 €;0;;;;;;;
ACEPTADO;T OV-20232851;SI;;06/06/2023;VMC;MADRID;MEDIO AMBIENTE;ENEL GREEN POWER;ENEL GREEN POWER;29_FV_CLUSTER BROVALES NUEVO PAU ANEXO Y PAIF;CLIENTE ANTIGUO;;;2.550,00 €;150;JAM;;;;;;
ACEPTADO;T OV-20232853;SI;;06/06/2023;VMC;MADRID;MEDIO AMBIENTE;ENEL GREEN POWER;ENEL GREEN POWER;30_FV_CLUSTER SAN SERVAN NUEVO PAU ANEXO Y PAIF;CLIENTE ANTIGUO;;;2.550,00 €;150;JAM;;;;;;
ACEPTADO;T OV-20232854;SI;;06/06/2023;VMC;MADRID;MEDIO AMBIENTE;ENEL GREEN POWER;ENEL GREEN POWER;21_FV_SEDEIS V NUEVO PAIF;CLIENTE ANTIGUO;;;1.150,00 €;100;AEL;;;;;;
ACEPTADO;T OV-20232855;SI;;06/06/2023;VMC;MADRID;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;31_FV_CAN LLORETA NUEVO PAU ANEXO;CLIENTE ANTIGUO;;;1.400,00 €;0;JAM;;;;;;
ACEPTADO;T OV-20232846_a;NO;SI;06/06/2023;IMR;NAVARRA;MEDIO AMBIENTE;ACCIONA;ACCIONA RENOVABLES;PAIF ACCIONA NAVARRA;CLIENTE ANTIGUO;LICITAION PARA VARIOS AÑOS;;91.300,00 €;4565;;46221;;;;;
RECHAZADO;T OV-20232880;NO;;07/06/2023;JMR;NAVARRA;S. ELECTRICOS;KOHLER;KOHLER;ARCO ELECTRICO DATA CENTER SAN AGUSTIN DE GUADALIX;CLIENTE NUEVO;;;13.112,00 €;450;RAP;;;;;;
RECHAZADO;T OV-20232891_a;NO;SI;07/06/2023;JMR;NAVARRA;MEDIO AMBIENTE;ENGIE;ENGIE RENOVABLES;PAIF ENGIE;CLIENTE ANTIGUO;Son 63 instalaciones potenciales;;102.375,00 €;12600;;;;;;;
ACEPTADO;T OV-20232892_A;SI;;07/06/2023;VMC;MADRID;IMPLANTACION;ENEL GREEN POWER;ENDESA GENERACION;IMPLANTACION CD SALINAS (6 SESI FORM + 2 SIMULACROS);CLIENTE ANTIGUO;;;5.050,00 €;1070;CIA;;;;;;
ACEPTADO;T OV-20232921_A;SI;;08/06/2023;VMC;MADRID;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;32_PE CAMPILLO I, II Y III_NUEVO PAU ANEXO;CLIENTE ANTIGUO;Finalmente es uno para cada PE (3PAUs);;3.450,00 €;120;VMC;;;;;;
ACEPTADO;T OV-20232933;NO;;09/06/2023;BRL;NAVARRA;ATEX;IMQ PREVENCION;AUKERAK C.P. Araba_2;DPCEx IMQ AUKERAK C.P. Araba_2;CLIENTE NUEVO;;;1.150,00 €;80;;;;;;;
ACEPTADO;T OV-20232937;NO;;09/06/2023;BRL;NAVARRA;ATEX;IMQ PREVENCION;KORTA;DPCEX IMQ KORTA;CLIENTE NUEVO;;;900,00 €;70;;;;;;;
EN CURSO;T OV-20232939;NO;;09/06/2023;BRL;NAVARRA;LOTO;FLORETTE;FLORETTE;SUMINISTRO CANDADOS FLORETTE;CLIENTE ANTIGUO;;;2.763,06 €;1658;;;;;;;
ACEPTADO;T OV-20232942;SI;;09/06/2023;AAB;NAVARRA;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;6 PAU y 2 REV PAU GLP;CLIENTE ANTIGUO;;;13.179,82 €;850;;;;;;;
ACEPTADO;T OV-20232947;SI;;09/06/2023;AAB;NAVARRA;IMPLANTACION;NATURGY;NEDGIA CASTILLA Y LEON;8 SIMULACROS JUNIO;CLIENTE ANTIGUO;;;5.272,40 €;838;;;;;;;
ACEPTADO;T OV-20232948;NO;;09/06/2023;JMR;NAVARRA;S. ELECTRICOS;EOSOL;EOSOL;ARCO PFV 15 MW;CLIENTE ANTIGUO;;;2.600,00 €;0;;;;;;;
ACEPTADO;T OV-20232949;NO;;09/06/2023;JMR;NAVARRA;S. ELECTRICOS;EOSOL;EOSOL;ARCO PFV 10 MW;CLIENTE ANTIGUO;;;2.400,00 €;0;;;;;;;
ACEPTADO;T OV-20232950;NO;;09/06/2023;JMR;NAVARRA;S. ELECTRICOS;EOSOL;EOSOL;ARCO PFV 40 MW;CLIENTE ANTIGUO;;;3.370,00 €;0;;;;;;;
ACEPTADO;T OV-20232951;NO;;09/06/2023;JMR;NAVARRA;S. ELECTRICOS;EOSOL;EOSOL;ARCO PFV 38 MW;CLIENTE ANTIGUO;;;3.314,00 €;0;;;;;;;
ACEPTADO;T OV-20232957;SI;;09/06/2023;AAB;NAVARRA;IMPLANTACION;NATURGY;NATURGY IBERIA;DIV + 2 SIM GNV JUNIO;CLIENTE ANTIGUO;;;1.717,83 €;449;;;;;;;
ACEPTADO;T OV-20232974;NO;;12/06/2023;BRL;NAVARRA;LOTO;MONBAKE;TAJONAR;SUMINISTRO CANDADOS NUEVO TECNICO DE MANTENIEINTO;CLIENTE ANTIGUO;;;71,64 €;43;;;;;;;
EN CURSO;T OV-20233015;NO;;14/06/2023;RT;MADRID;ISMATEX;CYMI;CYMI;ISMATEX NIVEL 2E CYMI;WEB;;;3.900,00 €;900;RT;;;;;;
ACEPTADO;T OV-20233026;SI;;14/06/2023;VMC;MADRID;IMPLANTACION;ENEL GREEN POWER;ENDESA GENERACION;FORMACIONES TP LOS BARRIOS (2 sesiones telematicas);CLIENTE ANTIGUO;;;800,00 €;0;JAM;;;;;;
RECHAZADO;T OV-20233069;NO;;16/06/2023;JMR;NAVARRA;S. ELECTRICOS;EOSOL;EOSOL;ESTUDIO CC + SP + ARCO;CLIENTE ANTIGUO;;;14.175,00 €;0;;;;;;;
ACEPTADO;T OV-20233066;NO;;19/06/2023;TTG;MADRID;LOTO;SERVEO SERVICIOS;SERVEO SERVICIOS (INPLANT JDISA);FORMACION LOTO JDISA;CLIENTE ANTIGUO;;;520,00 €;59;TTG;;;;;;
RECHAZADO;T OV-20233101;NO;;20/06/2023;AAB;NAVARRA;ATEX;GAS EXTREMADURA;GAS EXTREMADURA;DPCEx GAS EXTREMADURA + INFORMES INSTALACIONES;CLIENTE ANTIGUO;Por precio respecto otras empresas;;28.700,00 €;2870;JAM;;;;;;
ACEPTADO;T OV-20233112;SI;;20/06/2023;IMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY ENERGY GROUP;157_REV ME ES OUR TECNOPOLE;CLIENTE ANTIGUO;;;1.162,03 €;311;;;;;;;
ACEPTADO;T OV-20233113;SI;;20/06/2023;IMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY ENERGY GROUP;172 REV PE ES OUR BATUNDEIRA;CLIENTE ANTIGUO;;;1.570,44 €;311;;;;;;;
ACEPTADO;T OV-20233124;NO;;21/06/2023;BRL;NAVARRA;ATEX;GESTANOR;TALGO MADRID;DPCEX TALGO MADRID;CLIENTE NUEVO;;;2.620,00 €;380;;;;;;;
EN CURSO;T OV-20233129;NO;;21/06/2023;AAB;NAVARRA;RIESGOS;MOLGAS;MOLGAS;ACR MOLGAS GNV CIENPOZUELOS;CLIENTE ANTIGUO;;;4.500,00 €;0;;;;;;;
ACEPTADO;T OV-20233140;SI;;22/06/2023;VMC;MADRID;AUTOPROTECCION;NATURGY;UFD;UFD_82A_SUB ALTO PALOMERAS;CLIENTE ANTIGUO;Instalacion sacada del grupo 82 con el que se visitó por quedar pendiente de ulñtimas modifcaiciones de obra;;1.345,34 €;6;JVS;;;;;;
ACEPTADO;T OV-20233145;SI;;22/06/2023;VMC;MADRID;IMPLANTACION;NATURGY;UFD;IMPLANTACION SEGOVIA-GUADA-CUENCA 2023;CLIENTE ANTIGUO;;;1.166,22 €;41;JVS;;;;;;
ACEPTADO;T OV-20233146;SI;;22/06/2023;VMC;MADRID;IMPLANTACION;NATURGY;UFD;IMPLANTACION TOLEDO-CIUDAD REAL 2023;CLIENTE ANTIGUO;;;1.169,01 €;44;JVS;;;;;;
ACEPTADO;T OV-20233149;SI;;22/06/2023;VMC;MADRID;IMPLANTACION;NATURGY;UFD;IMPLANTACION MADRID MUNICIPIOS 2023;CLIENTE ANTIGUO;;;1.172,64 €;47;JVS;;;;;;
ACEPTADO;T OV-20233151;SI;;22/06/2023;VMC;MADRID;IMPLANTACION;NATURGY;UFD;IMPLANTACION MADRID CAPITAL 2023;CLIENTE ANTIGUO;;;1.129,76 €;5;JVS;;;;;;
ACEPTADO;T OV-20233152;SI;;22/06/2023;VMC;MADRID;IMPLANTACION;NATURGY;UFD;IMPLANTACION CORUÑA 2023;CLIENTE ANTIGUO;;;1.394,44 €;269;JVS;;;;;;
ACEPTADO;T OV-20233153;SI;;22/06/2023;VMC;MADRID;IMPLANTACION;NATURGY;UFD;IMPLANTACION LEON 2023;CLIENTE ANTIGUO;;;1.420,39 €;295;JVS;;;;;;
ACEPTADO;T OV-20233154;SI;;22/06/2023;VMC;MADRID;IMPLANTACION;NATURGY;UFD;IMPLANTACION OURENSE-LUGO 2023;CLIENTE ANTIGUO;;;1.444,57 €;319;JVS;;;;;;
ACEPTADO;T OV-20233156;SI;;22/06/2023;VMC;MADRID;IMPLANTACION;NATURGY;UFD;IMPLANTACION PONTEVEDRA 2023;CLIENTE ANTIGUO;;;1.418,62 €;293;JVS;;;;;;
ACEPTADO;T OV-20233171;SI;;23/06/2023;IMR;NAVARRA;ATEX;ENEL GREEN POWER;ENDESA GENERACION;DPCEx CT ALCUDIA;CLIENTE ANTIGUO;;;5.400,00 €;690;RT;;;;;;
EN CURSO;T OV-20233198;SI;;23/06/2023;JMR;NAVARRA;S. ELECTRICOS;ENEL GREEN POWER;ENDESA GENERACION;ARCO ELECTRICO PUERTO DE FERROL;CLIENTE ANTIGUO;;;7.927,25 €;600;RAP;;;;;;
ACEPTADO;T OV-20233200;no;;23/06/2023;TTG;MADRID;LOTO;MONBAKE;MONBAKE ALAPARDO;SUM 4 ALDABAS DE BLOQUEO;CLIENTE ANTIGUO;;;62,00 €;32;TTG;;;;;;
ACEPTADO;T OV-20233253;NO;;28/06/2023;IMR;MADRID;RIESGOS;MOLGAS;MOLGAS;RIESGOS GNL MTTS PUERTO ALGECIRAS MOLGAS;CLIENTE ANTIGUO;30% SOBRE OFERTA 20193323_A (CONFORME INFO DE ESA OFERTA);;2.975,00 €;0;;;;;;;
EN CURSO;T OV-20233254;NO;;28/06/2023;AAB;NAVARRA;RIESGOS;EIFFAGE ENERGY SYSTEMES;EIFFAGE ENERGY SYSTEMES;ACR HRS EIFFAGE ALBACETE;CLIENTE NUEVO;;;2.950,00 €;0;;;;;;;
RECHAZADO;T OV-20233263;NO;;29/06/2023;TTG;MADRID;LOTO;RDT INGENIEROS;RDT INGENIEROS MADRID;FORMACION LOTO / RIESGO ELECTRICO;CLIENTE ANTIGUO;NO ACEPTAN LOTO - A NIVEL DE SIN LA HACEMOS CONSTAR COMO RECHAZADA - FORMACION ASUME PARTE 641/2001 - 540€;;900,00 €;0;TTG;;;;;;
EN CURSO;T OV-20233268;NO;;29/06/2023;AAB;NAVARRA;RIESGOS;SEGULA TECNOLOGIAS;SEGULA TECNOLOGIAS;RIESGOS SEGULA HRS;CLIENTE NUEVO;;;26.470,00 €;3971;IMR;;;;;;
ACEPTADO;T OV-20233275;NO;;29/06/2023;IMR;NAVARRA;OTROS;CEPSA;CEPSA;SERVICIOS CENTRO INVESTIGACION ALCALA;CLIENTE ANTIGUO;;;4.875,00 €;30;RT;;;;;;
ACEPTADO;T OV-20233292;NO;;30/06/2023;IMR;NAVARRA;ATEX;HAM;HAM;CZ MACROFUELLER 6292;CLIENTE ANTIGUO;;;1.725,00 €;150;;;;;;;
ACEPTADO;T OV-20233299;NO;;30/06/2023;AAB;NAVARRA;AUTOPROTECCION;GOBIERNO DE NAVARRA;OSASUNBIDEA;REV PA OSASUNBIDEA 2023;CLIENTE ANTIGUO;;;10.744,00 €;100;;;;;;;
ACEPTADO;T OV-20233300;NO;;30/06/2023;IMR;NAVARRA;SEVESO;ENEL GREEN POWER;ENEL GREEN POWER;INFORME 840 BESS ZURBARAN;CLIENTE ANTIGUO;;;400,00 €;0;;;;;;;
ACEPTADO;T OV-20233304;NO;;03/07/2023;JMR;NAVARRA;S. ELECTRICOS;CAP INGELEC GROUP;CAP-DC;ARCO ELECRTRICO 20 ARMARIOS RPP;CLIENTE ANTIGUO;;;520,00 €;20;JMR;;;;;;
RECHAZADO;T OV-20233307;SI;;03/07/2023;JMR;NAVARRA;S. ELECTRICOS;ENEL GREEN POWER;ENEL GREEN POWER;PROCEDIMIENTOS ELECTRICOS PE AVILA;CLIENTE ANTIGUO;3 PARQUES;;6.410,00 €;250;;;;;;;
RECHAZADO;T OV-20233308;SI;;03/07/2023;JMR;NAVARRA;S. ELECTRICOS;ENEL GREEN POWER;ENEL GREEN POWER;PROCEDIMIENTOS ELECTRICOS PE GALICIA;CLIENTE ANTIGUO;3 PARQUES;;6.410,00 €;250;;;;;;;
RECHAZADO;T OV-20233309;SI;;03/07/2023;JMR;NAVARRA;S. ELECTRICOS;ENEL GREEN POWER;ENEL GREEN POWER;PROCEDIMIENTOS ELECTRICOS PE LEON;CLIENTE ANTIGUO;3 PARQUES;;6.410,00 €;250;;;;;;;
RECHAZADO;T OV-20233310;SI;;03/07/2023;JMR;NAVARRA;S. ELECTRICOS;ENEL GREEN POWER;ENEL GREEN POWER;PROCEDIMIENTOS ELECTRICOS PE GALICIA;CLIENTE ANTIGUO;1 PARQUE;;3.616,00 €;650;;;;;;;
ACEPTADO;T OV-20233313;SI;;03/07/2023;JMR;NAVARRA;S. ELECTRICOS;ENEL GREEN POWER;ENEL GREEN POWER;PROCEDIMIENTOS HIDRAULICAS EN VCA Y BVC;CLIENTE ANTIGUO;;;5.600,00 €;250;;;;;;;
ACEPTADO;T OV-20233312;NO;;03/07/2023;IMR;MADRID;ATEX;SICAM MEXICO;SICAM MEXICO;CURSO ATEX SICAM MEXICO;WEB;;;2.900,00 €;0;;;;;;;
EN CURSO;T OV-20233331;NO;;03/07/2023;AAB;NAVARRA;RIESGOS;ENEL GREEN POWER;ENEL GREEN POWER;INFORME 840 BESS EXTREMADURA GENERICO;CLIENTE ANTIGUO;;;400,00 €;0;;;;;;;
ACEPTADO;T OV-20233364_A;NO;;04/07/2023;CPV;MADRID;RIESGOS;HEROGRA FERTILIZANTES;HEROGRA FERTILIZANTES;HAZOP SAILH2 HEROGRA;CLIENTE NUEVO;TEAMS;;1.425,00 €;0;;;;;;;
ACEPTADO;T OV-20233368;SI;;05/07/2023;AAB;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY ENERGY GROUP;173_REV ME ES PGC EDUARDO BENOT;CLIENTE ANTIGUO;;;2.205,42 €;1355;;;;;;;
EN CURSO;T OV-20233427;NO;;11/07/2023;BRL;NAVARRA;LOTO;GDES WIND;GDES WIND ;SUMINISTRO LOTO;CLIENTE ANTIGUO;;;113,90 €;68;;;;;;;
ACEPTADO;T OV-20233434;NO;;12/07/2023;IMR;NAVARRA;ISMATEX;INNOMARITIME;INNOMARITIME;ISMATEX 2E INNOMARITIME PRESENCIAL;WEB;FALTA COSTE Nº CERTIFICADOS;;4.450,00 €;930;;;;;;;
