Nº trabajo;OFERTA GESTIONA;EXP GESTIONA;TIPO EXP.;FECHA INICIO;FECHA ENTREGA;TECNICO RBLE;T1;SERVICIO ;TIPO SERVICIO;GRUPO;ICA;PPTO. TOTAL (SIN IVA);GASTOS (EST.);HORAS PRESUP (HP);HORAS 2025;HORAS RESTANTES;TOTAL H (2024 + 2025);% HR/HP  AÑO;Tomás;Jokin;Cristian;Belén;Raúl;Ánder;Bryan;Maddie;Iñaki;Javier;M. Ángel;Paula;Pilar;David;J. Antonio;Elena;Laura;Hacomar;T2;T3;PEDIDO;FECHA FINALIZACIÓN;VB CLIE. ;FECHA FACTURACION;Columna1;Nº Fact;;;;
4329;T OV-20260994;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo LA BUJEDA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4330;T OV-20260995;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo ZORITA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4331;T OV-20260996;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo ALCOBA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4332;T OV-20260997;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo CIMANES;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4333;T OV-20260998;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo ESPINOSA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4334;T OV-20260999;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo MORA DE LUNA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4335;T OV-20261000;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo BURGOMILLODO;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4336;T OV-20261001;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo LAS VENCIAS;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4337;T OV-20261002;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo LINARES DEL ARROYO;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4338;T OV-20261003;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo CARPIO DE TAJO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4339;T OV-20261004;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo BUENAMESON;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4340;T OV-20261005;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo LA TOBA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4341;T OV-20261006;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo VILLALBA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4342;T OV-20261007;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo FRIERA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;13,67;6,25;31,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,25;;;;;NO;;;;;;;
4343;T OV-20261008;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo FRIEIRA CE ;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;18,67;1,25;6,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,25;;;;;NO;;;;;;;
4344;T OV-20261009;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo MONTEJO Y AMPLIACIÓN DE MONTEJO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4345;T OV-20261010;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo FERVENZA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4346;T OV-20261011;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo PORTODEMOUROS;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4347;T OV-20261012;T24-SIN-07-3100;PUNTUAL;feb-26;abr-26;JMR;JMR;Revisión Anexo BRANDARIZ ;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4348;T OV-20261013;T24-SIN-07-3100;PUNTUAL;feb-26;abr-26;JMR;JMR;Revisión Anexo PORTODEMOUROS CE;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4349;T OV-20261014;T24-SIN-07-3100;PUNTUAL;feb-26;mar-26;JMR;JML;Revisión Anexo DORNA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;1.295,00 €;100,00 €;19,92;0;16,17;3,75;18,83;0;0;0;0;0;0;0;0;0;3,75;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4350;T OV-20261015;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo MONTE TOURADO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4351;T OV-20261016;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo MOURIÑOS Y PEÑA FORCADA CATASOL II;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4352;T OV-20261017;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo LA NAVA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4353;T OV-20261018;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo BARASOAIN Y TIRAPU;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4354;T OV-20261019;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Revisión Anexo SAN SERVAN (FV El encinar, FV Naipes I y II);AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.295,00 €;100,00 €;19,92;0;19,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4355;T OV-20260961;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro MONTE REDONDO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4356;T OV-20260962;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro NOVO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4357;T OV-20260963;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro SOMOZAS;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4358;T OV-20260964;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro PICON I, II, III;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4359;T OV-20260965;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro TABERNAS I y II;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4360;T OV-20260966;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro LEBOREIRO;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4361;T OV-20260967;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro REGUEIRO;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4362;T OV-20260968;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro ALTO DO SEIXAL;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4363;T OV-20260969;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro CORDAL DE MONTOUTO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4364;T OV-20260970;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro MEZONZO;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4365;T OV-20260971;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro TAMBRE-CABALAR;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4366;T OV-20260972;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro BUENDIA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4367;T OV-20260973;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro ENTREPEÑAS;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4368;T OV-20260974;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro COMPLEJO AGÜIMES (PPEE Balcon Balos, Doramas, La Vaquería, Montaña Perros, Triquivijate, Vientos del Roque+ PE CAMINO DE LA MADERA).;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4369;T OV-20260975;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro HARÍA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4370;T OV-20260976;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro MONTAÑA CANÓNIGO (PE PILETAS I, PE AGÜIMES);AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4371;T OV-20260977;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro BELESAR;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4372;T OV-20260978;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro BELESAR II;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4373;T OV-20260979;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro PEARES;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4374;T OV-20260980;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro PEARES II;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4375;T OV-20260981;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro AS CONCHAS;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4376;T OV-20260982;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro SALAS;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4377;T OV-20260983;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro CABANELAS;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4378;T OV-20260984;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro AVIA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4379;T OV-20260985;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro CASTRELO;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4380;T OV-20260986;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro VELLE;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4381;T OV-20260987;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro CASA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4382;T OV-20260988;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro MERENGUE;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4383;T OV-20260989;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro PE MERENGUE II y FV PUERTA DEL JERTE;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4384;T OV-20260990;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro SALINETAS;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4385;T OV-20260991;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;"Registro NUDO LA SAL (TELDE I, II, III, IV Y V; ESCOBARES I Y II; GRAN CANARIA I, II, III)";AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4386;T OV-20260992;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro ALBARELLOS;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4387;T OV-20260993;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro ALMOGUERA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4388;T OV-20260994;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro LA BUJEDA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4389;T OV-20260995;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro ZORITA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4390;T OV-20260996;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro ALCOBA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4391;T OV-20260997;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro CIMANES;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4392;T OV-20260998;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro ESPINOSA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4393;T OV-20260999;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro MORA DE LUNA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4394;T OV-20261000;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro BURGOMILLODO;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4395;T OV-20261001;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro LAS VENCIAS;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4396;T OV-20261002;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro LINARES DEL ARROYO;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4397;T OV-20261003;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro CARPIO DE TAJO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4398;T OV-20261004;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro BUENAMESON;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4399;T OV-20261005;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro LA TOBA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4400;T OV-20261006;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro VILLALBA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4401;T OV-20261007;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro FRIERA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4402;T OV-20261008;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro FRIEIRA CE ;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4403;T OV-20261009;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro MONTEJO Y AMPLIACIÓN DE MONTEJO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4404;T OV-20261010;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro FERVENZA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4405;T OV-20261011;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro PORTODEMOUROS;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4406;T OV-20261012;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro BRANDARIZ ;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4407;T OV-20261013;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro PORTODEMOUROS CE;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4408;T OV-20261014;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro DORNA;AUTOPROTECCION;NATURGY;NATURGY GENERACION;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
