Nº trabajo;OFERTA GESTIONA;EXP GESTIONA;TIPO EXP.;FECHA INICIO;FECHA ENTREGA;TECNICO RBLE;T1;SERVICIO ;TIPO SERVICIO;GRUPO;ICA;PPTO. TOTAL (SIN IVA);GASTOS (EST.);HORAS PRESUP (HP);HORAS 2025;HORAS RESTANTES;TOTAL H (2024 + 2025);% HR/HP  AÑO;Tomás;Jokin;Cristian;Belén;Raúl;Ánder;Bryan;Maddie;Iñaki;Javier;M. Ángel;Paula;Pilar;David;J. Antonio;Elena;Laura;Hacomar;T2;T3;PEDIDO;FECHA FINALIZACIÓN;VB CLIE. ;FECHA FACTURACION;Columna1;Nº Fact;;;;
4409;T OV-20261015;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro MONTE TOURADO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4410;T OV-20261016;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro MOURIÑOS Y PEÑA FORCADA CATASOL II;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4411;T OV-20261017;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro LA NAVA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4412;T OV-20261018;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro BARASOAIN Y TIRAPU;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4413;T OV-20261019;T24-SIN-07-3100;PUNTUAL;feb-26;dic-26;JMR;JMR;Registro SAN SERVAN (FV El encinar, FV Naipes I y II);AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4414;V548;T15-SIN-08-00738;PUNTUAL;feb-26;mar-26;BLO;PRW;V548 PRW;CSTMP;NATURGY;0;7.585,70 €;1.336,00 €;104,16;0;25,66;78,5;75,36;0;0;0;0;0;0;1;0;0;0;0;0;77,5;0;0;0;0;0;;;;;NO;;;;;;;
4415;T OV-20260751;T26-SIN-01-0859;PUNTUAL;feb-26;mar-26;ELA;ELA;*DPCE TALLER MECÁNICO PRECAR;ATEX;AVANTA;TALLERES PRECAR;1.050,00 €;250,00 €;13,33;0;0;11,5;86,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,5;0;0;;;;24/03/2026;SI;31/03/2026;;;;;;
4416;V549;T15-SIN-08-00738;PUNTUAL;feb-26;mar-26;BLO;MMB;V549 MMB LAR;CSTMP;NATURGY;0;0,00 €;-   € ;0;0;0;63,25;;0;0;0;0;0;0;0,25;36,5;0;0;0;0;0;0;0;0;26,5;0;LAR;;;;NO;;;;;;;
4417;T OV-20262033;T25-SIN-07-1686;PUNTUAL;ene-26;feb-26;BLO;PRW;REV PAU GLP-522-17;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;0;9,5;40,86;0;0;0;0;0;0;0;0;0;0;0;0;9,5;0;0;0;0;0;;;;16/04/2026;SI;30/04/2026;;;;;;
4418;T OV-20262029;T25-SIN-07-1686;PUNTUAL;feb-26;feb-26;BLO;PRW;*REV PAU GLP-144-17;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;0;16;68,82;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;;;;31/03/2026;SI;31/03/2026;;;;;;
4419;T OV-20262030;T25-SIN-07-1686;PUNTUAL;feb-26;feb-26;BLO;PRW;*REV PAU GLP-069-17;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;0;14,5;62,37;0;0;0;0;0;0;0;0;0;0;0;0;14,5;0;0;0;0;0;;;;31/03/2026;SI;31/03/2026;;;;;;
4420;T OV-20262031;T25-SIN-07-1686;PUNTUAL;ene-26;feb-26;BLO;PRW;*REV PAU GLP-060-17;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;0;8;34,41;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;;;;31/03/2026;SI;31/03/2026;;;;;;
4421;T OV-20262032;T25-SIN-07-1686;PUNTUAL;ene-26;feb-26;BLO;PRW;*REV PAU GLP-045-17;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;0;8;34,41;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;;;;31/03/2026;SI;31/03/2026;;;;;;
4422;T OV-20262330;T25-SIN-07-1686;PUNTUAL;ene-26;feb-26;BLO;PRW;REV PAU GLP-168-08;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;16,25;7;30,11;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;;;;;NO;;;;;;;
4423;T OV-20262329;T25-SIN-07-1686;PUNTUAL;ene-26;feb-26;BLO;PRW;REV PAU GLP-113-17;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;14;9,25;39,78;0;0;0;0;0;0;0;0;0;0;0;0;9,25;0;0;0;0;0;;;;;NO;;;;;;;
4424;T OV-20262331;T25-SIN-07-1686;PUNTUAL;ene-26;feb-26;BLO;PRW;REV PAU GLP-031-25;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;16,75;6,5;27,96;0;0;0;0;0;0;0;0;0;0;0;0;6,5;0;0;0;0;0;;;;;NO;;;;;;;
4425;T OV-20262328;T25-SIN-07-1686;PUNTUAL;ene-26;feb-26;BLO;PRW;REV PAU GLP-103-17;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;13,5;9,75;41,94;0;0;0;0;0;0;0;0;0;0;0;0;9,75;0;0;0;0;0;;;;;NO;;;;;;;
4426;T OV-20262332;T25-SIN-07-1686;PUNTUAL;feb-26;mar-26;BLO;PRW;REV PAU GLP-104-43;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;22,75;0,5;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;;;;;NO;;;;;;;
4427;T OV-20262333;T25-SIN-07-1686;PUNTUAL;feb-26;mar-26;BLO;PRW;REV PAU GLP-105-43;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;22,75;0,5;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;;;;;NO;;;;;;;
4428;T OV-20262334;T25-SIN-07-1686;PUNTUAL;feb-26;mar-26;BLO;PRW;REV PAU GLP-038-43;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;22,5;0,75;3,23;0;0;0;0;0;0;0,25;0;0;0;0;0;0,5;0;0;0;0;0;;;;;NO;;;;;;;
4429;T OV-20262335;T25-SIN-07-1686;PUNTUAL;feb-26;mar-26;BLO;PRW;REV PAU GLP-109-43;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4430;T OV-20262035;T25-SIN-07-1686;PUNTUAL;ene-26;feb-26;BLO;PRW;REV PAU GLP-104-17;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;0;9;38,71;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;;;;16/04/2026;SI;30/04/2026;;;;;;
4431;T OV-20262034;T25-SIN-07-1686;PUNTUAL;ene-26;feb-26;BLO;PRW;REV PAU GLP-102-17;AUTOPROTECCION;NATURGY;NEDGIA CATALUNYA;1.395,00 €;-   € ;23,25;0;0;8;34,41;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;;;;16/04/2026;SI;30/04/2026;;;;;;
4432;T OV - 20262307;T19-SIN-02-0844;PUNTUAL;may-26;jun-26;BLO;LAR;REV PAU GLP-094-46;AUTOPROTECCION;NATURGY;NEDGIA CEGAS;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4433;T OV - 20262308;T19-SIN-02-0844;PUNTUAL;may-26;jun-26;BLO;LAR;REV PAU GLP-072-46;AUTOPROTECCION;NATURGY;NEDGIA CEGAS;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4434;T OV - 20262309;T19-SIN-02-0844;PUNTUAL;may-26;jun-26;BLO;LAR;REV PAU GLP-085-46;AUTOPROTECCION;NATURGY;NEDGIA CEGAS;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4435;T OV - 20262310;T19-SIN-02-0844;PUNTUAL;may-26;jun-26;BLO;LAR;REV PAU GLP-066-46;AUTOPROTECCION;NATURGY;NEDGIA CEGAS;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4436;T OV-20262336;T25-SIN-07-1688;PUNTUAL;ago-26;sep-26;BLO;PRW;REV PAU GLP-200-15 Urb. Os Regos ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;22,75;0,5;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;;;;;NO;;;;;;;
4437;T OV-20262338;T25-SIN-07-1688;PUNTUAL;ago-26;sep-26;BLO;PRW;REV PAU GLP-407-15 Pazo do Rio Icaria II ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;22,75;0,5;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;;;;;NO;;;;;;;
4438;T OV-20262339;T25-SIN-07-1688;PUNTUAL;ago-26;sep-26;BLO;PRW;REV PAU GLP-311-15 Ciudad Residencial ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;22,75;0,5;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;;;;;NO;;;;;;;
4439;T OV-20262342;T25-SIN-07-1688;PUNTUAL;ago-26;sep-26;BLO;PRW;REV PAU GNL-172 Sarria ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;22,75;0,5;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;;;;;NO;;;;;;;
4440;T OV-20262340;T25-SIN-07-1688;PUNTUAL;oct-26;nov-26;BLO;PRW;REV PAU GLP-199-15 Urb. Baños de Mugardos ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;22,75;0,5;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;;;;;NO;;;;;;;
4441;T OV-20262341;T25-SIN-07-1688;PUNTUAL;feb-26;mar-26;BLO;PRW;REV PAU GLP-015-27 Meira ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;20,25;3;12,9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;;;;;NO;;;;;;;
4442;T OV-20262345;T25-SIN-07-1688;PUNTUAL;ago-26;sep-26;BLO;PRW;REV PAU GLP-158-32 A Pobra de Trives ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;22,75;0,5;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;;;;;NO;;;;;;;
4443;T OV-20262346;T25-SIN-07-1688;PUNTUAL;ago-26;sep-26;BLO;PRW;REV PAU GLP-792-36 Urb. San Antoniño ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;22,75;0,5;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;;;;;NO;;;;;;;
4444;T OV-20262348;T25-SIN-07-1688;PUNTUAL;ago-26;sep-26;BLO;PRW;REV PAU GLP-796-36 Moraña ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;22,25;1;4,3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;NO;;;;;;;
4445;T OV-20262350;T25-SIN-07-1688;PUNTUAL;oct-26;nov-26;BLO;PRW;REV PAU GLP-250-36 Polígono de Coia ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;22,25;1;4,3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;NO;;;;;;;
4446;T OV-20262351;T25-SIN-07-1688;PUNTUAL;oct-26;nov-26;BLO;PRW;REV PAU GLP-251-36 Polígono de Coia ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4447;T OV-20262353;T25-SIN-07-1688;PUNTUAL;ago-26;sep-26;BLO;PRW;REV PAU GLP-249-36 Polígono de Coia ;AUTOPROTECCION;NATURGY;NEDGIA GALICIA;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4448;T OV-20261401;T25-SIN-07-1688;PUNTUAL;mar-26;abr-26;BLO;MMB;*REV PEI GLP-098-15 Carballo ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;18,17;19;51,12;0;0;0;0;0;0;0,5;3,5;0;0;0;0;15;0;0;0;0;0;;;;;NO;31/03/2026;;;;;;
4449;T OV-20261403;T25-SIN-07-1688;PUNTUAL;feb-26;mar-26;BLO;TTG;REV PEI GLP-548-15 Pol.Ind. Alvedro ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;36,17;1;2,69;0,75;0;0;0;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4450;T OV-20261404;T25-SIN-07-1688;PUNTUAL;feb-26;mar-26;BLO;MMB;REV PEI GLP-198-15 Malpica ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;36,92;0,25;0,67;0;0;0;0;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;;;;23/04/2026;NO;30/04/2026;;;;;;
4451;T OV-20261405;T25-SIN-07-1688;PUNTUAL;feb-26;mar-26;BLO;MMB;REV PEI GLP-569-15 CLT Culleredo ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;36,92;0,25;0,67;0;0;0;0;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4452;T OV-20261406;T25-SIN-07-1688;PUNTUAL;mar-26;abr-26;BLO;MMB;*REV PEI GLP-185-15 Barcala ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;24,92;12,25;32,96;0;0;0;0;0;0;0,25;1;0;0;0;0;11;0;0;0;0;0;;;;;NO;31/03/2026;;;;;;
4453;T OV - 20262314;T19-SIN-02-0844;PUNTUAL;dic-26;ene-27;BLO;LAR;REV PEI GLP-101-15 Caranza ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;37,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4454;T OV-20261407;T25-SIN-07-1688;PUNTUAL;mar-26;abr-26;BLO;MMB;*REV PEI GLP-013-27 Monforte de Lemos ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;22,17;15;40,36;0;0;0;0;0;0;0;1;0;0;0;0;13;0;0;0;1;0;;;;;NO;31/03/2026;;;;;;
4455;T OV-20261408;T25-SIN-07-1688;PUNTUAL;mar-26;abr-26;BLO;MMB;REV PEI GLP-012-27 Chantada ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;37,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4456;T OV-20261286;T26-SIN-01-1096;PUNTUAL;mar-26;mar-26;BRL;COLAB;*MAGNESITA NAVARRA ASESORAMIENTO PLANTA BURGOS;ATEX;MAGNESITAS NAVARRA;MAGNESITAS NAVARRA;920,00 €;575,40 €;5,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;28/02/2026;SI;28/02/2026;;2026001337;;;;
4457;T OV-20261409;T25-SIN-07-1688;PUNTUAL;feb-26;mar-26;BLO;MMB;REV PEI GLP-017-32 Allariz ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;35,17;2;5,38;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4458;T OV-20261410;T25-SIN-07-1688;PUNTUAL;feb-26;mar-26;BLO;MMB;REV PEI GLP-018-32 Barco de Valdeorrras ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;34,92;2,25;6,05;0;0;0;0;0;0;0,25;1;0;0;0;0;0;0;0;0;1;0;;;;;NO;;;;;;;
4459;T OV-20261411;T25-SIN-07-1688;PUNTUAL;feb-26;mar-26;BLO;MMB;REV PEI GLP-039-32 A Rua ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;35,17;2;5,38;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;NO;;;;;;;
4460;T OV-20261412;T25-SIN-07-1688;PUNTUAL;mar-26;abr-26;BLO;MMB;REV PEI GNL-106 Lalín ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;37,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4461;T OV-20261413;T25-SIN-07-1688;PUNTUAL;feb-26;mar-26;BLO;MMB;REV PEI GLP-099-15 Ordes ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;37,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4462;T OV - 20262315;T19-SIN-02-0844;PUNTUAL;sep-26;oct-26;BLO;LAR;REV PEI GNL-124 Ribeira 2 ;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;37,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4463;T OV-20261414;T25-SIN-07-1688;PUNTUAL;ene-26;feb-26;BLO;MMB;REV PEI GLP-547-15 Noia;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;36,92;0,25;0,67;0;0;0;0;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;;;;23/04/2026;NO;30/04/2026;;;;;;
4464;T OV-20261415;T25-SIN-07-1688;PUNTUAL;feb-26;mar-26;BLO;MMB;REV PEI GLP-097-15 Boiro;SEVESO;NATURGY;NEDGIA GALICIA;2.230,00 €;-   € ;37,17;0;37,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4465;Pendiente_GAS_BLO_49;;PUNTUAL;nov-26;dic-26;BLO;MMB;REV PEI GNL-149;SEVESO;NATURGY;NEDGIA CYL ;2.230,00 €;-   € ;37,17;0;37,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4466;T OV-20260944_1;T19-SIN-02-0844;PUNTUAL;feb-25;abr-26;BLO;LAR;REV IS MASIDE LAR;SEVESO;CEPSA;GASIB;2.474,00 €;206,00 €;37,8;0;26,3;11,5;30,42;0;0;0;0;0;0;0;3,25;0;0;0;0;0;0;0;0;8,25;0;;;;;NO;;;;;;;
4467;T OV - 20262162;T19-SIN-02-0844;PUNTUAL;mar-26;mar-26;BLO;LAR;REV PAU GLP-044-09;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23;0,25;1,08;0;0;0;0;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4468;Pendiente_GAS_BLO_52;;PUNTUAL;nov-26;dic-26;BLO;MMB;REV PAU GLP-083-09;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4469;T OV - 20262163;T19-SIN-02-0844;PUNTUAL;mar-26;mar-26;BLO;LAR;REV PAU GLP-097-09;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4470;Pendiente_GAS_BLO_54;;PUNTUAL;nov-26;dic-26;BLO;MMB;REV PAU GLP-036-09;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4471;Pendiente_GAS_BLO_55;;PUNTUAL;ene-27;feb-27;BLO;MMB;REV PAU GLP-190-24;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4472;Pendiente_GAS_BLO_56;;PUNTUAL;nov-26;dic-26;BLO;MMB;REV PAU GLP-188-24;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4473;Pendiente_GAS_BLO_57;;PUNTUAL;nov-26;dic-26;BLO;MMB;REV PAU GLP-038-24;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4474;Pendiente_GAS_BLO_58;;PUNTUAL;ene-27;feb-27;BLO;MMB;REV PAU GLP-036-24;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4475;Pendiente_GAS_BLO_59;;PUNTUAL;nov-26;dic-26;BLO;MMB;REV PAU GLP-035-24;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4476;Pendiente_GAS_BLO_60;;PUNTUAL;ene-27;feb-27;BLO;MMB;REV PAU GLP-035-34;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4477;T OV - 20262165;T19-SIN-02-0844;PUNTUAL;mar-26;mar-26;BLO;LAR;REV PAU GLP-024-40;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4478;Pendiente_GAS_BLO_62;;PUNTUAL;nov-26;dic-26;BLO;MMB;REV PAU GLP-043-40;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4479;T OV - 20262166;T19-SIN-02-0844;PUNTUAL;mar-26;mar-26;BLO;LAR;REV PAU GLP-075-40;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4480;Pendiente_GAS_BLO_64;;PUNTUAL;nov-26;dic-26;BLO;MMB;REV PAU GLP-014-40;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4481;T OV - 20262167;T19-SIN-02-0844;PUNTUAL;mar-26;mar-26;BLO;LAR;REV PAU GLP-039-40;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4482;Pendiente_GAS_BLO_66;;PUNTUAL;ene-27;feb-27;BLO;MMB;REV PAU GLP-186-37;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4483;T OV - 20262168;T19-SIN-02-0844;PUNTUAL;feb-26;feb-26;BLO;LAR;REV PAU GLP-113-37;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4484;T OV - 20262169;T19-SIN-02-0844;PUNTUAL;mar-26;mar-26;BLO;LAR;REV PAU GLP-372-37;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4485;T OV - 20262169;;PUNTUAL;nov-26;dic-26;BLO;MMB;REV PAU GLP-372-37;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4486;Pendiente_GAS_BLO_70;;PUNTUAL;nov-26;dic-26;BLO;MMB;REV PAU GLP-112-37;AUTOPROTECCION;NATURGY;NEDGIA CYL ;1.395,00 €;-   € ;23,25;0;23,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
